"","Id","LotArea","LotShape","LandContour","Utilities","LotConfig","Slope","DwellClass","OverallQuality","OverallCondition","YearBuilt","ExteriorCondition","BasementCondition","TotalBSF","CentralAir","LowQualFinSF","LivingArea","FullBath","HalfBath","BedroomAbvGr","KitchenQuality","KitchenAbvGr","Fireplaces","GarageType","GarageCars","PavedDrive","PoolArea","OpenPorchSF","MoSold","YrSold","SalePrice","LandContour_HLS","LandContour_Low","LandContour_Lv1","Utilities_Allpub","LotConfig_CulDSac","LotConfig_FR2","LotConfig_FR3","LotConfig_Inside","Slope_Mod","Slope_Sev","DwellClass_2fmCon","DwellClass_Duplex","DwellClass_Twnhs","DwellClass_TwnhsE","CentralAir_Y","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","ExteriorCondition_Code","BasementCondition_Code","KitchenQuality_Code","PavedDrive_Code","Garage_Attchd_Cars","Garage_Detchd_Cars","Garage_BuiltIn_Cars","Garage_Basment_Cars","OverallQuality_YearBuilt","TotalBSF_Bedrooms","KitchenQuality_KitchenAbvGr","TotalBSF_BasementCondition","ExteriorCondition_Code_OverallCondition","ExteriorCondition_YearBuilt","SalesQuarter","SalesQuarter_MoSold","QtrSold","QtrSold_MoSold"
"1340",1292,1680,4,"Lvl","AllPub","Inside","Gtl","Twnhs",5,7,1972,"TA","TA",630,"Y",0,1302,2,1,3,"TA",1,0,"Detchd",1,"Y",0,0,2,2009,119500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,9860,1890,3,1260,14,3944,"Q1","Q1.2","1","1.2"
"738",330,6402,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,5,1920,"TA","TA",596,"N",0,1192,1,0,3,"TA",1,0,"Detchd",1,"N",0,0,7,2009,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,1,0,0,9600,1788,3,1192,10,3840,"Q3","Q3.7","3","3.7"
"1086",891,8064,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,7,1949,"Gd","TA",672,"Y",0,924,1,0,3,"TA",1,1,"Detchd",2,"Y",0,0,7,2007,122900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,0,2,0,0,9745,2016,3,1344,7,1949,"Q3","Q3.7","3","3.7"
"1315",1246,12090,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1984,"TA","TA",585,"Y",0,1868,3,1,3,"TA",1,1,"BuiltIn",2,"Y",0,112,1,2007,178000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,3,1,0,0,2,0,11904,1755,3,1170,14,3968,"Q1","Q1.1","1","1.1"
"1043",825,11216,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2006,"TA","Gd",1489,"Y",0,1489,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,140,6,2006,232600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,1,2,0,0,0,16048,4467,2,1489,10,4012,"Q2","Q2.6","2","2.6"
"161",471,6820,3,"Lvl","AllPub","Corner","Gtl","TwnhsE",8,5,1985,"TA","TA",1488,"Y",0,1502,1,1,1,"Gd",1,0,"Attchd",2,"Y",0,54,6,2010,212000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,1,2,0,0,0,15880,1488,2,2976,10,3970,"Q2","Q2.6","2","2.6"
"421",1268,13214,3,"HLS","AllPub","Inside","Gtl","1Fam",9,5,2008,"TA","TA",2002,"Y",0,2018,2,0,3,"Ex",1,1,"Attchd",3,"Y",0,76,5,2010,378500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,3,0,0,0,18072,6006,1,4004,10,4016,"Q2","Q2.5","2","2.5"
"444",1330,9084,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1998,"TA","TA",935,"Y",0,1632,2,1,3,"TA",1,1,"Attchd",2,"Y",0,28,6,2006,176500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,13986,2805,3,1870,10,3996,"Q2","Q2.6","2","2.6"
"29",85,8530,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1995,"TA","TA",1064.51174377224,"Y",0,1474,2,1,3,"TA",1,1,"BuiltIn",2,"Y",0,72,5,2009,168500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,3,1,0,0,2,0,13965,3193.53523131673,3,2129.02348754448,10,3990,"Q2","Q2.5","2","2.5"
"1003",763,8640,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2009,"TA","TA",756,"Y",0,1547,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,45,6,2010,215200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14063,2268,2,1512,10,4018,"Q2","Q2.6","2","2.6"
"1104",922,8777,4,"Lvl","AllPub","Inside","Gtl","Duplex",5,7,1900,"TA","TA",1272,"Y",0,2200,2,2,4,"TA",2,0,"Attchd",0,"N",0,70,9,2008,145900,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,2,3,3,0,0,0,0,9500,5088,6,2544,14,3800,"Q3","Q3.9","3","3.9"
"1040",819,8816,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1971,"TA","TA",1010,"Y",0,1052,1,0,3,"TA",1,0,"Attchd",2,"Y",0,0,6,2010,155000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11826,3030,3,2020,14,3942,"Q2","Q2.6","2","2.6"
"42",127,4928,3,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,5,1976,"TA","TA",1078,"Y",0,958,2,0,2,"TA",1,1,"Attchd",2,"Y",0,205,2,2007,128000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11856,2156,3,2156,10,3952,"Q1","Q1.2","1","1.2"
"851",514,9187,4,"Bnk","AllPub","Corner","Gtl","1Fam",6,5,1983,"Gd","TA",1084,"Y",0,1080,1,1,3,"TA",1,0,"Attchd",2,"Y",0,0,6,2007,134000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,1,2,0,0,0,11898,3252,3,2168,5,1983,"Q2","Q2.6","2","2.6"
"224",673,11250,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1977,"TA","TA",1208,"Y",0,1208,1,1,3,"TA",1,1,"Attchd",2,"Y",0,42,6,2006,165000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11862,3624,3,2416,12,3954,"Q2","Q2.6","2","2.6"
"1042",824,9900,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1940,"TA","TA",778,"Y",0,1489,2,0,3,"TA",1,1,"Detchd",1,"Y",0,0,7,2009,139500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,11640,2334,3,1556,14,3880,"Q3","Q3.7","3","3.7"
"980",719,10542,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1993,"TA","TA",1311,"Y",0,2418,2,1,3,"Gd",1,1,"Attchd",3,"Y",0,154,8,2008,341000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,3,0,0,0,13951,3933,2,2622,10,3986,"Q3","Q3.8","3","3.8"
"352",1047,16056,3,"Lvl","AllPub","Inside","Gtl","1Fam",9,5,2005,"TA","TA",1992,"Y",0,2868,3,1,4,"Ex",1,1,"BuiltIn",3,"Y",0,108,7,2006,556581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,0,0,3,0,18045,7968,1,3984,10,4010,"Q3","Q3.7","3","3.7"
"1412",1401,6000,4,"Lvl","AllPub","Corner","Gtl","1Fam",6,7,1929,"TA","TA",862,"Y",0,1158,1,0,3,"TA",1,1,"BuiltIn",1,"Y",0,0,7,2008,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,3,1,0,0,1,0,11574,2586,3,1724,14,3858,"Q3","Q3.7","3","3.7"
"451",1348,15306,3,"HLS","AllPub","Corner","Gtl","1Fam",8,5,2006,"TA","TA",1732,"Y",0,1776,2,0,3,"Gd",1,1,"Attchd",3,"Y",0,0,5,2007,283463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,3,0,0,0,16048,5196,2,3464,10,4012,"Q2","Q2.5","2","2.5"
"1073",871,6600,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1962,"TA","TA",894,"N",0,894,1,0,2,"TA",1,0,"Detchd",1,"Y",0,0,8,2009,109500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,0,1,0,0,9810,1788,3,1788,10,3924,"Q3","Q3.8","3","3.8"
"1105",923,10237,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,2005,"TA","TA",1316,"Y",0,1316,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,0,10,2006,169990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,12030,3948,2,2632,10,4010,"Q4","Q4.10","4","4.10"
"401",1198,8850,3,"Bnk","AllPub","Corner","Gtl","1Fam",7,6,1916,"TA","TA",815,"Y",0,1690,1,0,3,"TA",1,1,"Detchd",1,"Y",0,0,7,2006,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,13412,2445,3,1630,12,3832,"Q3","Q3.7","3","3.7"
"832",486,9600,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1950,"TA","TA",1113,"Y",0,1113,1,0,3,"Gd",1,1,"Attchd",1,"Y",0,80,7,2009,147000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,1,0,0,0,9750,3339,2,2226,14,3900,"Q3","Q3.7","3","3.7"
"611",124,7892,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,5,1993,"TA","TA",1199,"Y",0,1199,2,0,2,"Gd",1,0,"Attchd",2,"Y",0,63,3,2008,153900,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,1,2,0,0,0,11958,2398,2,2398,10,3986,"Q1","Q1.3","1","1.3"
"654",198,25419,4,"Lvl","AllPub","Corner","Gtl","1Fam",8,4,1918,"Gd","TA",1360,"Y",392,3112,2,0,4,"Gd",1,1,"Detchd",2,"Y",512,16,3,2006,235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,0,2,0,0,15344,5440,2,2720,4,1918,"Q1","Q1.3","1","1.3"
"883",576,8480,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1947,"TA","TA",832,"Y",0,1216,1,0,2,"TA",1,0,"Detchd",1,"Y",0,0,10,2008,118500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,9735,1664,3,1664,10,3894,"Q4","Q4.10","4","4.10"
"375",1135,8773,3,"HLS","AllPub","Inside","Gtl","1Fam",6,5,1997,"TA","TA",916,"Y",0,1600,2,1,3,"TA",1,1,"Attchd",2,"Y",0,38,8,2007,169000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11982,2748,3,1832,10,3994,"Q3","Q3.8","3","3.8"
"868",548,7244,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1970,"Gd","TA",768,"Y",0,768,1,0,2,"TA",1,0,"Detchd",2,"Y",0,0,4,2007,129500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,0,2,0,0,9850,1536,3,1536,7,1970,"Q2","Q2.4","2","2.4"
"991",739,10800,4,"Lvl","AllPub","Inside","Gtl","Duplex",5,5,1987,"TA","Gd",1200,"Y",0,1200,3,0,3,"TA",1,0,"Attchd",0,"Y",0,0,3,2009,179000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,3,1,0,0,0,0,9935,3600,3,1200,10,3974,"Q1","Q1.3","1","1.3"
"845",503,9170,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,7,1965,"TA","TA",1214,"Y",0,1214,1,0,2,"TA",1,0,"Detchd",2,"Y",0,0,4,2007,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,9825,2428,3,2428,14,3930,"Q2","Q2.4","2","2.4"
"520",1238,12393,2,"Lvl","AllPub","FR2","Gtl","1Fam",7,5,2004,"TA","TA",847,"Y",0,1948,2,1,4,"Gd",1,1,"BuiltIn",2,"Y",0,48,9,2006,195000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2,1,0,0,2,0,14028,3388,2,1694,10,4008,"Q3","Q3.9","3","3.9"
"766",386,3182,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",8,5,2004,"TA","TA",1256,"Y",0,1269,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,20,4,2010,192000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,1,2,0,0,0,16032,2512,2,2512,10,4008,"Q2","Q2.4","2","2.4"
"764",382,7200,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2006,"TA","Gd",1293,"Y",0,1301,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,121,8,2006,187750,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,1,2,0,0,0,14042,2586,2,1293,10,4012,"Q3","Q3.8","3","3.8"
"86",257,8791,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,2003,"TA","TA",864,"Y",0,1728,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,56,5,2008,207500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,12018,2592,2,1728,10,4006,"Q2","Q2.5","2","2.5"
"434",1291,14112,3,"Lvl","AllPub","Corner","Gtl","1Fam",5,7,1964,"TA","TA",1152,"Y",0,1152,1,0,3,"TA",1,1,"Attchd",2,"Y",0,0,4,2010,180500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,9820,3456,3,2304,14,3928,"Q2","Q2.4","2","2.4"
"17",44,9200,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",5,6,1975,"TA","TA",938,"Y",0,938,1,0,3,"TA",1,0,"Detchd",1,"Y",0,0,7,2008,130250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,9875,2814,3,1876,12,3950,"Q3","Q3.7","3","3.7"
"649",190,4923,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",8,5,2001,"TA","TA",1593,"Y",0,1593,1,1,0,"Ex",1,1,"Attchd",2,"Y",0,120,8,2008,286000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,1,1,2,0,0,0,16008,0,1,3186,10,4002,"Q3","Q3.8","3","3.8"
"1234",1116,12085,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2007,"TA","TA",1734,"Y",0,1734,2,0,3,"Ex",1,1,"Attchd",3,"Y",0,0,11,2007,318000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,3,0,0,0,16056,5202,1,3468,10,4014,"Q4","Q4.11","4","4.11"
"485",53,8472,2,"Bnk","AllPub","Corner","Mod","Duplex",5,5,1963,"TA","TA",816,"N",0,816,1,0,2,"TA",1,0,"CarPort",2,"Y",0,0,5,2010,110000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,2,3,1,0,0,0,0,9815,1632,3,1632,10,3926,"Q2","Q2.5","2","2.5"
"728",313,7800,4,"Lvl","AllPub","Inside","Gtl","2fmCon",5,7,1939,"TA","TA",793,"Y",0,1118,1,0,3,"TA",1,1,"Detchd",2,"Y",0,0,5,2006,119900,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,9695,2379,3,1586,14,3878,"Q2","Q2.5","2","2.5"
"900",601,10927,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2005,"TA","TA",1058,"Y",0,1904,2,1,3,"Ex",1,1,"BuiltIn",2,"Y",0,60,6,2006,275000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,0,0,2,0,16040,3174,1,2116,10,4010,"Q2","Q2.6","2","2.6"
"1273",1185,35133,4,"Lvl","AllPub","Inside","Mod","1Fam",5,4,1963,"TA","TA",1572,"Y",0,1572,1,1,3,"TA",1,2,"2Types",3,"Y",0,263,5,2007,186700,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,2,3,1,0,0,0,0,9815,4716,3,3144,8,3926,"Q2","Q2.5","2","2.5"
"1024",798,7677,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1953,"TA","TA",773,"Y",0,773,1,0,2,"TA",1,0,"Attchd",1,"Y",0,0,4,2008,110000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,9765,1546,3,1546,10,3906,"Q2","Q2.4","2","2.4"
"737",328,11600,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1960,"TA","TA",1383,"Y",0,1383,1,1,3,"TA",1,0,"Attchd",1,"Y",0,45,4,2006,145250,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,11760,4149,3,2766,10,3920,"Q2","Q2.4","2","2.4"
"35",101,10603,3,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1977,"TA","TA",1610,"Y",0,1610,2,0,3,"Gd",1,2,"Attchd",2,"Y",0,68,2,2010,205000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,11862,4830,2,3220,14,3954,"Q1","Q1.2","1","1.2"
"538",10,7420,4,"Lvl","AllPub","Corner","Gtl","2fmCon",5,6,1939,"TA","TA",991,"Y",0,1077,1,0,2,"TA",2,2,"Attchd",1,"Y",0,4,1,2008,118000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,9695,1982,6,1982,12,3878,"Q1","Q1.1","1","1.1"
"36",104,10402,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,5,2009,"TA","TA",1226,"Y",0,1226,2,0,3,"Gd",1,0,"Attchd",3,"Y",0,36,5,2010,198900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,3,0,0,0,14063,3678,2,2452,10,4018,"Q2","Q2.5","2","2.5"
"503",682,4500,2,"Bnk","AllPub","Inside","Gtl","1Fam",5,5,1932,"TA","TA",793,"Y",0,1520,1,0,3,"TA",1,0,"Detchd",1,"Y",0,0,7,2009,159434,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,9660,2379,3,1586,10,3864,"Q3","Q3.7","3","3.7"
"1264",1163,8724,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1968,"TA","TA",894,"Y",0,894,1,0,3,"TA",1,1,"Attchd",2,"Y",0,0,5,2007,129000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,9840,2682,3,1788,10,3936,"Q2","Q2.5","2","2.5"
"28",84,8892,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1960,"TA","TA",1065,"Y",0,1065,1,1,3,"TA",1,0,"Detchd",2,"Y",0,0,7,2007,126500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,9800,3195,3,2130,10,3920,"Q3","Q3.7","3","3.7"
"310",920,11029,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,8,1958,"TA","TA",1184,"Y",0,1414,1,0,3,"TA",1,1,"Attchd",2,"Y",0,51,5,2008,176500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11748,3552,3,2368,16,3916,"Q2","Q2.5","2","2.5"
"1404",1391,9100,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2000,"TA","TA",1525,"Y",0,1525,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,36,9,2006,235000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14000,4575,2,3050,10,4000,"Q3","Q3.9","3","3.9"
"285",846,16647,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",5,5,1975,"TA","TA",1390,"Y",0,1701,2,0,3,"TA",1,2,"Basment",2,"Y",0,0,1,2007,171000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,3,1,0,0,0,2,9875,4170,3,2780,10,3950,"Q1","Q1.1","1","1.1"
"705",276,7264,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,7,1925,"Gd","TA",952,"N",0,1548,2,1,3,"Ex",1,0,"Detchd",2,"Y",0,0,10,2009,205000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,2,0,0,13475,2856,1,1904,7,1925,"Q4","Q4.10","4","4.10"
"1061",852,3196,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",8,5,2003,"TA","TA",1273,"Y",0,1456,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,20,5,2006,215000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,1,2,0,0,0,16024,2546,2,2546,10,4006,"Q2","Q2.5","2","2.5"
"269",790,12205,3,"Low","AllPub","Inside","Gtl","1Fam",6,8,1966,"TA","Fa",832,"Y",0,2087,2,1,5,"Gd",1,0,"Attchd",2,"Y",0,168,7,2007,187500,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,3,2,1,2,0,0,0,11796,4160,2,2496,16,3932,"Q3","Q3.7","3","3.7"
"372",1125,9125,3,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1992,"TA","TA",384,"Y",0,1482,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,25,7,2007,163900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,13944,1152,2,768,10,3984,"Q3","Q3.7","3","3.7"
"517",1058,29959,2,"Lvl","AllPub","FR2","Gtl","1Fam",7,6,1994,"TA","TA",973,"Y",0,1850,2,1,3,"Gd",1,1,"BuiltIn",2,"Y",0,98,1,2009,248000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2,1,0,0,2,0,13958,2919,2,1946,12,3988,"Q1","Q1.1","1","1.1"
"676",230,3182,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",7,5,2005,"TA","TA",1373,"Y",0,1555,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,20,5,2009,192500,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14035,2746,2,2746,10,4010,"Q2","Q2.5","2","2.5"
"1190",1054,8562,4,"Lvl","AllPub","Inside","Mod","1Fam",5,6,1957,"TA","TA",1216,"Y",0,1526,1,0,4,"TA",1,1,"Basment",1,"Y",0,78,5,2010,144500,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,2,3,1,0,0,0,1,9785,4864,3,2432,12,3914,"Q2","Q2.5","2","2.5"
"694",255,8400,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1957,"Gd","TA",1314,"Y",0,1314,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,6,2010,145000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,1,1,0,0,0,9785,3942,3,2628,6,1957,"Q2","Q2.6","2","2.6"
"701",269,6900,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1940,"TA","TA",740,"Y",0,778,1,0,2,"TA",1,1,"Detchd",1,"Y",0,25,2,2008,120500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,9700,1480,3,1480,12,3880,"Q1","Q1.2","1","1.2"
"584",82,4500,4,"Lvl","AllPub","FR2","Gtl","TwnhsE",6,5,1998,"Gd","Gd",1237,"Y",0,1337,2,0,2,"TA",1,0,"Attchd",2,"Y",0,199,3,2006,153500,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,3,1,2,0,0,0,11988,2474,3,1237,5,1998,"Q1","Q1.3","1","1.3"
"126",360,12011,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",8,5,1998,"TA","TA",1086,"Y",0,1924,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,75,6,2006,280000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,15984,3258,2,2172,10,3996,"Q2","Q2.6","2","2.6"
"1375",1344,7558,4,"Bnk","AllPub","Inside","Gtl","1Fam",6,6,1928,"TA","TA",896,"Y",0,1913,1,1,3,"TA",1,1,"Detchd",2,"Y",0,0,3,2009,177000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,11568,2688,3,1792,12,3856,"Q1","Q1.3","1","1.3"
"152",452,70761,3,"Low","AllPub","Inside","Mod","1Fam",7,5,1975,"TA","TA",1533,"Y",0,1533,2,0,2,"Gd",1,2,"Attchd",2,"Y",0,54,12,2006,280000,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,13825,3066,2,3066,10,3950,"Q4","Q4.12","4","4.12"
"75",216,10011,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1957,"TA","TA",1070,"Y",0,1236,1,0,2,"Gd",1,1,"Attchd",1,"Y",0,0,5,2006,134450,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,1,0,0,0,9785,2140,2,2140,12,3914,"Q2","Q2.5","2","2.5"
"784",412,34650,4,"Bnk","AllPub","Inside","Gtl","2fmCon",5,5,1955,"TA","TA",1056,"N",0,1056,1,0,3,"TA",1,0,"Attchd",2,"Y",0,0,1,2006,145000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,2,3,1,2,0,0,0,9775,3168,3,2112,10,3910,"Q1","Q1.1","1","1.1"
"1223",1098,3696,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",8,5,1986,"TA","TA",1074,"Y",0,1088,1,1,2,"Gd",1,0,"Attchd",2,"Y",0,74,10,2007,170000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,1,2,0,0,0,15888,2148,2,2148,10,3972,"Q4","Q4.10","4","4.10"
