"","Id","LotArea","LotShape","LandContour","Utilities","LotConfig","Slope","DwellClass","OverallQuality","OverallCondition","YearBuilt","ExteriorCondition","BasementCondition","TotalBSF","CentralAir","LowQualFinSF","LivingArea","FullBath","HalfBath","BedroomAbvGr","KitchenQuality","KitchenAbvGr","Fireplaces","GarageType","GarageCars","PavedDrive","PoolArea","OpenPorchSF","MoSold","YrSold","SalePrice","X","X.1","LandContour_HLS","LandContour_Low","LandContour_Lv1","Utilities_NoSewa","LotConfig_CulDSac","LotConfig_FR2","LotConfig_FR3","LotConfig_Inside","Slope_Mod","Slope_Sev","DwellClass_2fmCon","DwellClass_Duplex","DwellClass_Twnhs","DwellClass_TwnhsE","CentralAir_Y","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","LotShape_Code","ExteriorCondition_Code","BasementCondition_Code","KitchenQuality_Code","PavedDrive_Code"
"1181",1039,1533,4,"Lvl","AllPub","Inside","Gtl","Twnhs",4,6,1970,"TA","TA",546,"Y",0,1344,1,1,3,"TA",1,1,"Attchd",0,"Y",0,0,5,2009,97000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,NA,2,2,3,1
"1182",1040,1477,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",4,4,1970,"TA","TA",630,"Y",0,630,1,0,1,"TA",1,0,"Attchd",1,"Y",0,0,4,2009,80000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,3,1
"1183",1041,13125,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,4,1957,"TA","TA",1134,"Y",0,1803,2,0,3,"TA",1,1,"Attchd",2,"Y",0,0,1,2006,155000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1184",1042,9130,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,8,1966,"TA","TA",800,"Y",0,1632,1,1,4,"Gd",1,0,"Attchd",2,"Y",0,40,7,2008,173000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1185",1044,11839,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1990,"TA","TA",1475,"Y",0,2329,2,1,4,"Gd",1,1,"Attchd",2,"Y",0,121,5,2008,262280,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1186",1045,9600,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,1981,"TA","TA",2524,"Y",0,2524,2,1,4,"Gd",1,1,"Attchd",2,"Y",0,120,7,2009,278000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1187",1049,21750,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,4,1960,"Fa","NB",0,"Y",0,1771,1,0,3,"TA",1,1,"Attchd",2,"Y",0,0,11,2009,115000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,3,4,3,1
"1188",1050,11100,4,"Low","AllPub","Inside","Gtl","1Fam",4,7,1946,"TA","NB",0,"Y",0,930,1,0,2,"Gd",1,0,"Detchd",1,"Y",0,0,4,2010,84900,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,4,2,1
"1189",1053,9500,4,"Lvl","AllPub","Corner","Gtl","1Fam",6,6,1964,"TA","TA",816,"Y",0,1977,1,1,4,"TA",1,1,"Attchd",2,"Y",0,52,6,2007,165000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1190",1054,8562,4,"Lvl","AllPub","Inside","Mod","1Fam",5,6,1957,"TA","TA",1216,"Y",0,1526,1,0,4,"TA",1,1,"Basment",1,"Y",0,78,5,2010,144500,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,NA,2,2,3,1
"1191",1055,11367,4,"Lvl","AllPub","Corner","Gtl","1Fam",8,5,2002,"TA","TA",1065,"Y",0,1989,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,60,11,2006,255000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1192",1056,11361,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1976,"TA","TA",1193,"Y",0,1523,2,0,3,"TA",1,1,"Attchd",2,"Y",0,0,5,2008,180000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1193",1061,4920,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",8,5,2001,"TA","TA",1338,"Y",0,1338,2,0,2,"Gd",1,0,"Attchd",2,"Y",0,0,4,2010,213500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"1194",1062,18000,4,"Low","AllPub","Inside","Gtl","1Fam",3,4,1935,"TA","TA",894,"Y",0,894,1,0,2,"TA",1,0,"Detchd",3,"Y",0,20,8,2008,81000,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"1195",1063,13600,4,"Lvl","AllPub","Inside","Gtl","2fmCon",5,5,1900,"TA","TA",662,"N",0,2337,2,0,5,"TA",2,0,"Detchd",2,"Y",0,57,9,2007,90000,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,2,2,3,1
"1196",1064,6000,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1925,"Gd","TA",1103,"Y",0,1103,1,0,2,"Gd",1,1,"Detchd",2,"Y",0,120,7,2006,110500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,2,1
"1197",1066,14000,4,"Lvl","AllPub","Inside","Mod","1Fam",7,5,1996,"TA","TA",1306,"Y",0,2260,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,44,4,2010,328000,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1198",1068,9760,4,"Lvl","AllPub","Inside","Mod","1Fam",6,6,1964,"TA","TA",780,"Y",0,1611,1,1,4,"TA",1,0,"Attchd",2,"Y",0,128,6,2008,167900,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1199",1069,3964,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,4,1973,"TA","TA",942,"Y",0,2521,2,1,5,"TA",1,1,"Attchd",2,"Y",0,20,6,2006,151400,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,3,1
"1200",1070,9600,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1949,"TA","TA",845,"Y",0,893,1,0,2,"Gd",1,0,"Detchd",2,"Y",0,0,5,2007,135000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,2,1
"1201",1071,10152,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1956,"TA","TA",1048,"Y",0,1048,1,0,3,"TA",1,0,"Attchd",1,"Y",0,20,6,2007,135000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1202",1072,11700,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1968,"TA","TA",727,"Y",0,1556,1,1,4,"TA",1,0,"Attchd",2,"Y",0,0,5,2009,154000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1203",1073,7585,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,3,1948,"TA","Fa",810,"Y",0,1456,1,0,4,"TA",1,1,"Detchd",1,"P",0,0,8,2006,91500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,3,3,2
"1204",1075,8556,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2006,"TA","TA",1240,"Y",0,1240,2,0,2,"Gd",1,0,"Attchd",3,"Y",0,93,5,2007,194000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1205",1076,13125,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,6,1940,"TA","TA",800,"Y",0,1740,1,1,3,"TA",1,2,"Attchd",1,"Y",0,0,7,2007,219500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1206",1077,10800,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,8,1936,"TA","TA",796,"Y",0,1466,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,21,4,2006,170000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1207",1079,4435,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,5,2004,"TA","TA",848,"Y",0,848,1,0,1,"Gd",1,1,"Attchd",2,"Y",0,0,5,2006,155900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"1208",1080,8775,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1994,"TA","TA",990,"Y",0,990,1,0,3,"TA",1,0,"Attchd",1,"Y",0,64,4,2007,126000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1209",1081,11040,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1971,"Gd","TA",1258,"Y",0,1258,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,0,10,2008,145000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,2,2,1
"1210",1082,7500,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,5,1963,"TA","TA",1040,"Y",0,1040,1,1,3,"TA",1,0,"Attchd",1,"Y",0,0,6,2010,133000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1211",1083,8749,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2002,"TA","TA",1459,"Y",0,1459,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,39,9,2007,192000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1212",1084,8800,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1964,"TA","TA",1251,"Y",0,1251,1,0,3,"TA",1,2,"Attchd",1,"Y",0,116,3,2006,160000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1213",1086,9069,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1992,"TA","TA",936,"Y",0,996,1,0,2,"Gd",1,0,"Attchd",2,"Y",0,0,4,2010,147000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1214",1087,1974,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",4,5,1973,"TA","TA",546,"Y",0,1092,1,1,3,"TA",1,0,"Attchd",1,"Y",0,96,5,2010,83500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,3,1
"1215",1088,10574,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2005,"TA","TA",1082,"Y",0,1953,2,1,3,"Gd",1,1,"Attchd",3,"Y",0,50,5,2009,252000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1216",1089,2522,4,"Lvl","AllPub","Inside","Gtl","Twnhs",7,5,2004,"TA","TA",970,"Y",0,1709,2,0,3,"Gd",1,0,"Detchd",2,"Y",0,40,4,2006,137500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,NA,2,2,2,1
"1217",1091,8544,4,"Lvl","AllPub","Corner","Gtl","Duplex",3,4,1950,"TA","NB",0,"N",0,1040,2,0,2,"TA",2,0,"Detchd",2,"Y",0,0,6,2009,92900,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,2,4,3,1
"1218",1092,2160,4,"Lvl","AllPub","Inside","Gtl","Twnhs",7,5,1999,"TA","TA",600,"Y",0,1252,2,1,2,"Gd",1,0,"Detchd",2,"Y",0,48,3,2008,160000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,NA,2,2,2,1
"1219",1093,8400,4,"Bnk","AllPub","Inside","Gtl","1Fam",6,5,1925,"TA","TA",1181,"Y",0,1694,2,0,4,"TA",1,1,"Detchd",2,"Y",0,0,6,2008,136500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"1220",1094,9230,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,8,1965,"TA","TA",864,"Y",0,1200,1,1,1,"Gd",1,0,"Detchd",2,"Y",0,64,10,2006,146000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,2,1
"1221",1095,5868,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1956,"TA","TA",936,"Y",0,936,1,0,2,"TA",1,0,"Attchd",1,"Y",0,0,5,2010,129000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1222",1097,6882,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1914,"TA","TA",684,"Y",0,1355,1,1,3,"Gd",1,0,"Attchd",0,"Y",0,0,3,2007,127000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1223",1098,3696,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",8,5,1986,"TA","TA",1074,"Y",0,1088,1,1,2,"Gd",1,0,"Attchd",2,"Y",0,74,10,2007,170000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"1224",1099,6000,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,6,1936,"TA","TA",672,"Y",0,1324,1,0,3,"TA",1,0,"Detchd",1,"Y",0,0,7,2009,128000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"1225",1101,8400,4,"Bnk","AllPub","Inside","Gtl","1Fam",2,5,1920,"TA","Fa",290,"N",0,438,1,0,1,"Fa",1,0,"Detchd",1,"N",0,0,1,2009,60000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,3,4,3
"1226",1103,7000,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1960,"TA","TA",1010,"Y",0,1134,1,0,2,"TA",1,0,"Attchd",1,"Y",0,16,4,2007,135000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1227",1104,8910,4,"Lvl","AllPub","Corner","Gtl","1Fam",6,6,1959,"TA","TA",655,"Y",0,1194,1,0,3,"TA",1,1,"BuiltIn",2,"Y",0,0,7,2006,159500,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,3,1
"1228",1105,2016,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",5,5,1970,"TA","TA",630,"Y",0,1302,2,1,3,"TA",1,0,"Detchd",2,"Y",0,0,4,2007,106000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,NA,2,2,3,1
"1229",1109,8063,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,2000,"TA","TA",924,"Y",0,1690,2,1,3,"TA",1,1,"Attchd",2,"Y",0,48,11,2007,181000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1230",1111,8000,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1995,"TA","TA",773,"Y",0,1658,2,1,3,"TA",1,1,"Attchd",2,"Y",0,84,6,2008,188000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1231",1112,10480,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,6,1976,"TA","TA",803,"Y",0,1964,2,1,4,"TA",1,1,"Attchd",2,"Y",0,69,9,2008,205000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1232",1114,8923,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1953,"TA","TA",1008,"Y",0,1008,1,0,2,"Gd",1,0,"Attchd",1,"Y",0,18,5,2007,134500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1233",1115,5400,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1954,"Gd","TA",833,"Y",0,833,1,0,2,"Gd",1,0,"Detchd",1,"Y",0,0,8,2006,117000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,2,1
"1234",1116,12085,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2007,"TA","TA",1734,"Y",0,1734,2,0,3,"Ex",1,1,"Attchd",3,"Y",0,0,11,2007,318000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"1235",1117,7750,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2002,"TA","TA",408,"Y",0,1419,2,1,3,"Gd",1,1,"BuiltIn",2,"Y",0,0,3,2009,184100,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,2,1
"1236",1119,13825,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1958,"Gd","TA",533,"Y",0,1601,1,0,3,"TA",1,0,"BuiltIn",1,"Y",0,34,12,2008,140000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,1,2,3,1
"1237",1120,7560,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1959,"TA","TA",1040,"Y",0,1040,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,7,2006,133700,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1238",1121,8263,4,"Bnk","AllPub","Inside","Mod","1Fam",6,5,1920,"TA","TA",1012,"Y",0,1012,1,0,2,"TA",1,1,"Detchd",1,"Y",0,22,5,2007,118400,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"1239",1122,10084,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2005,"TA","TA",1552,"Y",0,1552,2,0,3,"Gd",1,0,"Attchd",3,"Y",0,20,7,2006,212900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1240",1126,10434,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,5,1955,"TA","TA",1005,"Y",0,1005,1,0,2,"Fa",1,1,"Detchd",2,"Y",0,0,11,2009,115000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,4,1
"1241",1127,3684,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",7,5,2007,"TA","TA",1373,"Y",0,1555,2,0,2,"Gd",1,1,"Attchd",3,"Y",0,20,6,2009,174000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"1242",1130,7200,4,"Lvl","AllPub","Inside","Gtl","Duplex",5,5,1980,"TA","TA",936,"Y",0,936,1,0,2,"TA",1,0,"Detchd",2,"Y",0,0,8,2007,140000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,NA,2,2,3,1
"1243",1131,7804,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,3,1928,"TA","TA",1122,"Y",0,1981,2,0,4,"Gd",1,2,"Detchd",2,"Y",0,44,12,2009,135000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,2,1
"1244",1132,10712,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1991,"TA","TA",974,"Y",0,974,1,0,3,"TA",1,0,"Attchd",0,"Y",0,28,9,2007,93500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1245",1133,9900,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,4,1880,"TA","TA",1008,"Y",0,2210,2,0,5,"Fa",1,0,"Detchd",1,"N",0,48,5,2007,117500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,4,3
"1246",1136,6180,4,"Lvl","AllPub","Corner","Gtl","1Fam",6,5,1926,"TA","TA",960,"N",0,986,1,0,2,"TA",1,1,"Detchd",1,"Y",0,128,5,2007,102000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,2,3,1
"1247",1137,9600,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1950,"TA","TA",1032,"Y",0,1252,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,4,2008,119000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1248",1138,6342,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,8,1875,"Gd","TA",780,"N",0,1020,1,0,2,"TA",1,0,"Attchd",0,"N",0,0,5,2010,94000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,1,2,3,3
"1249",1141,7350,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,7,1951,"TA","TA",952,"Y",0,952,1,0,2,"TA",1,0,"Detchd",2,"Y",0,0,6,2008,139000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"1250",1143,9965,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2006,"TA","TA",1466,"Y",0,2828,3,0,4,"Gd",1,1,"BuiltIn",3,"Y",0,144,4,2007,424870,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,2,1
"1251",1144,9000,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,3,1959,"TA","TA",1006,"Y",0,1006,1,0,3,"TA",1,0,"Attchd",0,"Y",0,24,7,2008,80000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1252",1145,12180,4,"Lvl","AllPub","Inside","Gtl","2fmCon",4,4,1941,"Fa","TA",672,"N",0,924,1,0,2,"Fa",1,0,"Detchd",1,"Y",0,0,7,2010,80000,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,3,2,4,1
"1253",1146,6240,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1928,"TA","TA",1042,"Y",0,1576,1,0,3,"TA",1,1,"Detchd",1,"Y",0,0,8,2006,149000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"1254",1147,11200,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1985,"TA","TA",1298,"Y",0,1298,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,26,5,2006,180000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1255",1148,12000,4,"Bnk","AllPub","Inside","Gtl","1Fam",7,7,1941,"TA","TA",704,"Y",0,1564,1,1,3,"Fa",1,1,"Attchd",1,"Y",0,0,7,2009,174500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,4,1
"1256",1149,5700,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,7,1926,"TA","TA",572,"Y",0,1111,1,0,2,"TA",1,1,"Detchd",1,"Y",0,0,8,2008,116900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"1257",1150,9000,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,9,1920,"Gd","TA",650,"Y",0,1482,1,0,3,"TA",1,0,"Detchd",2,"Y",0,0,7,2009,143000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,3,1
"1258",1152,17755,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,4,1959,"TA","TA",1466,"Y",0,1466,1,1,3,"Fa",1,2,"Attchd",2,"Y",0,140,11,2006,149900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,4,1
"1259",1154,5890,4,"Lvl","AllPub","Corner","Gtl","1Fam",6,8,1930,"Gd","TA",816,"Y",0,816,1,0,2,"TA",1,0,"Detchd",1,"Y",0,0,6,2008,120500,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,3,1
"1260",1157,9350,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,8,1965,"Gd","TA",1219,"Y",0,1265,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,92,10,2008,179900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,2,2,1
"1261",1159,11932,4,"Lvl","AllPub","FR2","Gtl","1Fam",8,5,2007,"TA","TA",1580,"Y",0,1580,2,0,3,"Gd",1,0,"Attchd",3,"Y",0,24,6,2008,235128,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1262",1160,9120,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1974,"TA","TA",901,"Y",0,1876,2,1,4,"Gd",1,1,"Attchd",2,"Y",0,69,7,2008,185000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"1263",1161,2280,4,"Lvl","AllPub","Inside","Gtl","Twnhs",6,5,1978,"TA","TA",855,"Y",0,1456,2,1,3,"TA",1,1,"Attchd",2,"Y",0,0,7,2010,146000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,NA,2,2,3,1
"1264",1163,8724,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1968,"TA","TA",894,"Y",0,894,1,0,3,"TA",1,1,"Attchd",2,"Y",0,0,5,2007,129000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"1265",1164,12900,4,"Lvl","AllPub","Inside","Gtl","Duplex",4,4,1969,"TA","TA",1198,"Y",0,1258,0,2,0,"TA",2,0,"CarPort",2,"Y",0,0,1,2008,108959,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,NA,2,2,3,1
